index,text,author_is_TW
5172,"On both sides of the street, the great restaurants, cafés, and terraces of the Kurfürstendamm had the silent loneliness that such places always have at that hour of the morning. Chairs were racked upon the tables. Everything was clean and bare and empty. Three blocks away, at the head of the street, the clock on the Gedächtnis-kirche belatedly struck seven times. He could see the great, bleak masses of the church, and in the trees a few birds sang.",1
7351,"The valley of ashes is bounded on one side by a small foul river, and, when the drawbridge is up to let barges through, the passengers on waiting trains can stare at the dismal scene for as long as half an hour. There is always a halt there of at least a minute, and it was because of this that I first met Tom Buchanan’s mistress. The fact that he had one was insisted upon wherever he was known. His acquaintances resented the fact that he turned up in popular cafés with her and, leaving her at a table, sauntered about, chatting with whomsoever he knew. Though I was curious to see her, I had no desire to meet her—but I did. I went up to New York with Tom on the train one afternoon, and when we stopped by the ash-heaps he jumped to his feet and, taking hold of my elbow, literally forced me from the car.",0
4697,"W'at does he tell yah?""  She: ""He stands lookin' at me an' says: 'Fiver--just like that. An' then he shakes his head again--'All women,' he says, as if he was disgusted wit' me--Like yourself,' he says. An' then he takes his hat, an' leaves his dollah, an' walks out! Number two, in an aggrieved tone: ""Say-y!",1
6478,The mute's name was Carl. He was a sallow young man who worked in one of the mills. His eyes were pale yellow and his teeth so brittle and transparent that they seemed pale yellow also. In his blue overalls that hung limp over his skinny little body he was like a blue-and-yellow rag doll.,0
7487,"I began to like New York, the racy, adventurous feel of it at night, and the satisfaction that the constant flicker of men and women and machines gives to the restless eye. I liked to walk up Fifth Avenue and pick out romantic women from the crowd and imagine that in a few minutes I was going to enter into their lives, and no one would ever know or disapprove. Sometimes, in my mind, I followed them to their apartments on the corners of hidden streets, and they turned and smiled back at me before they faded through a door into warm darkness. At the enchanted metropolitan twilight I felt a haunting loneliness sometimes, and felt it in others—poor young clerks who loitered in front of windows waiting until it was time for a solitary restaurant dinner—young clerks in the dusk, wasting the most poignant moments of night and life.",0
977,"Dear Mama:  Yours of the 11th to hand and must say I was glad to know you were in ""the land of the living"" again as I had begun to feel it was a ""long time between drinks"" since your last. (""I tell you what,"" said Eliza, looking up and sniggering with pleasure, ""he's no fool. Helen, with a smile that was half ribald, half annoyed, about her big mouth, made a face at Luke, and lifted her eyes patiently upward to God as Eliza continued. Gant leaned forward tensely with his head craned upward, listening carefully with a faint grin of pleasure.) Well, mama, since I last wrote you things have been coming my way and it now looks as if the ""Prodigal Son"" will come home some day in his own private car. (""Hey, what's that?"" said Gant, and she read it again for him. He wet his thumb and looked about with a pleased grin. Wh-wh-what's the matter?"" asked Luke. Has he b-b-bought the railroad? Helen laughed hoarsely. I'm from Missouri,"" she said.) It took me a long time to get started, mama, but things were breaking against me and all that little Stevie has ever asked from any one in this ""vale of tears"" is a fair chance. (Helen laughed her ironical husky falsetto. All that little S-S-Stevie has ever asked,"" said Luke, reddening with annoyance, ""is the whole g-g-g-goddam world with a few gold mines thrown in."") But now that I'm on my feet at last, mama, I'm going to show the world that I haven't forgotten those who stood by me in my ""hour of need,"" and that the best friend a man ever had is his mother. (""Where's the shovel?"" said Ben, snickering quietly.)",1
2883,"Yes, sir.""  ""What have I here? A stick, sir.""  ""What is a stick?""  ""It's a piece of wood, sir. A pause.",1
2443,"All through the night he drew toward her across Virginia, propped on his elbow in the berth and staring bewitched upon the great romantic country clumped with dreaming woodlands and white as a weird dawn beneath the blazing moonlight. Early in the morning he came to Richmond. He had to change trains; there was a wait. He went out from the station and walked up the hill toward the fine old State House drenched cleanly in the young morning light. He ate breakfast at a lunchroom on Broad Street, filled already with men going to their work. This casual and brief contact with their lives, achieved after his lonely and magnificent approach through the night, thrilled him by its very casualness. All the little ticking sounds of a city beginning its day, the strange familiarity of voices in an alien place, heard curiously after the thunder of the wheels, seemed magical and unreal. The city had no existence save that which he conferred on it: he wondered how it had lived before he came, how it would live after he left. He looked at all the men, feeding with eyes that held yet the vast moon-meadows of the night and the cool green width of the earth. They were like men in a zoo; he gazed at them, looking for all the little particular markings of the town, the fine mapping upon their limbs and faces of their own little cosmos. And the great hunger for voyages rose up in him--to come always, as now at dawn, into strange cities, striding in among them, and sitting with them unknown, like a god in exile, stored with the enormous vision of the earth.",1
8836,"“Ah, yes,” said Mike. “I know now. It was a damn dull dinner, and I couldn’t stick it, so I left. Later on in the evening I found the box in my pocket. What’s this? I said. Medals? Bloody military medals? So I cut them all off their backing—you know, they put them on a strip—and gave them all around. Gave one to each girl. Form of souvenir. They thought I was hell’s own shakes of a soldier. Give away medals in a night club. Dashing fellow.”  “Tell the rest,” Brett said.",0
9169,"Bill’s face was red. “Come back in, Edna,” he said. “Go on in there and dance with Mike.”",0
8437,Not so good. It seemed better than it was.” “How do you mean?” I was getting glasses and a siphon.,0
7052,"It was a hot, sunny morning during the last week of school. George was dressed and he lay on the floor doing his number work. His dirty little fingers squeezed the pencil tight and he kept breaking the lead point. When he was finished she held him by the shoulders and looked hard into his face. 'I mean a lot. A whole lot.'  'Lemme go.",0
7385,"“You McKees have something to drink,” he said. “Get some more ice and mineral water, Myrtle, before everybody goes to sleep.” “I told that boy about the ice.” Myrtle raised her eyebrows in despair at the shiftlessness of the lower orders. “These people! You have to keep after them all the time.”",0
3043,"Then I of yours the seeming, Ben? Your flesh is dead and buried in these hills: my unimprisoned soul haunts through the million streets of life, living its spectral nightmare of hunger and desire. Where, Ben? Where is the world?""  ""Nowhere,"" Ben said.",1
4319,"I've thought of it,"" he said. Randy did not press the point. He knew it would be no use. George would have to work round to it in his own way and in his own good time.",1
2511,"They're loading this ship with big stuff,"" said Mr. Finch. They're taking her into the stream to get it on. I want you to go out with her. They'll take you off in a tug to-night. The dish-faced checker, when jubilantly he told him of his appointment, said:  ""They asked me to go, but I wouldn't.",1
9173,"“Who cares?” Mike said. “I don’t care. Jake doesn’t care. Do you care?”  “No,” Edna said.",0
2487,"And he thought of the strange lost faces he had known, the lonely figures of his family, damned in chaos, each chained to a destiny of ruin and loss--Gant, a fallen Titan, staring down enormous vistas of the Past, indifferent to the world about him; Eliza, beetle-wise, involved in blind accretions; Helen, childless, pathless, furious--a great wave breaking on the barren waste; and finally, Ben--the ghost, the stranger, prowling at this moment in another town, going up and down the thousand streets of life, and finding no doors. But the next day, on the pier, Eugene was weaker than ever. He sat sprawled upon a throne of plump oat sacks, with blurred eyes watching the loading of the bags at the spout, marking raggedly his tally upon the sheet as the stevedores plunged in and out. The terrible heat steamed through the grainy pollen of the air: he moved each limb with forethought, picking it up and placing it as if it were a detached object.",1
3744,"After a quick, satisfied appraisal of everything, Mrs. Jack walked rapidly across the room and through the swinging door that led to the pantry and the kitchen and the servants' quarters. As she approached, she could hear the laughter and excited voices of the maids, broken by the gutturally mixed phrases of the cook. She burst upon a scene of busy order and of readiness. The big, tiled kitchen was as clean and spotless as a hospital laboratory. The great range with its marvellous hood, itself as large as those one sees in a big restaurant, looked as if it had been freshly scrubbed and oiled and polished. The vast company of copper cooking vessels--the skillets and kettles, the pots and pans of every size and shape, from those just large enough to hold an egg to those so huge it seemed that one might cook in them the rations of a regiment--had been scoured and rubbed until Mrs. Jack cloud see her face in them. The big table in the centre of the room was white enough to have served in a surgeon's office, and the shelves, drawers, cupboards, and bins looked as if they had just been gone over with sandpaper. Above the voices of the girls brooded the curiously quiet, intent, dynamic hum of the mammoth electric refrigerator, which in its white splendour was like a jewel.",1
7764,"Gatsby turned to me rigidly:  “I can’t say anything in his house, old sport.” “She’s got an indiscreet voice,” I remarked. “It’s full of—” I hesitated.",0
3556,"All of them he had enjoyed himself, each in its proper time and place, and he expected everyone to act as well as he. But ripeness with Mr. Jack was everything, and he always knew the time to stop. His ancient and Hebraic spirit was tempered with a classic sense of moderation. He prized the virtue of decorum highly. He knew the value of the middle way.",1
8909,"As a matter of fact, supper was a pleasant meal. Brett wore a black, sleeveless evening dress. She looked quite beautiful. Mike acted as though nothing had happened. I had to go up and bring Robert Cohn down. He was reserved and formal, and his face was still taut and sallow, but he cheered up finally. He could not stop looking at Brett. It seemed to make him happy. It must have been pleasant for him to see her looking so lovely, and know he had been away with her and that every one knew it. They could not take that away from him. Bill was very funny. So was Michael. They were good together.",0
9349,"Romero did not look up at us. He was speaking to Belmonte. Belmonte had sent his formal cape over to some friends. He looked across at them and smiled, his wolf smile that was only with the mouth. Romero leaned over the barrera and asked for the water-jug. The sword-handler brought it and Romero poured water over the percale of his fighting-cape, and then scuffed the lower folds in the sand with his slippered foot.",0
7829,"“No, we couldn’t meet. But both of us loved each other all that time, old sport, and you didn’t know. I used to laugh sometimes”—but there was no laughter in his eyes—“to think that you didn’t know.”",0
5274,"He has found more exciting adventures than anything the poor old Lewald had to offer him. Here he turned back to George again and, with his small eyes twinkling mischievously, he wagged his finger beneath George's nose and crooned slyly, absurdly: ""Naught-ee boy-ee! Naught-ee boy-ee!""--as if to say: ""Aha, you rascal, you! I've caught you now!",1
7935,"“I want to see you, too.”  “Suppose I don’t go to Southampton, and come into town this afternoon?”  “No—I don’t think this afternoon.” “Very well.”  “It’s impossible this afternoon. Various—”  We talked like that for a while, and then abruptly we weren’t talking any longer.",0
3531,"He liked what was solid, rich, and spacious, made to last. He liked the feeling of security and power that great buildings gave him. He liked especially the thick walls and floors of this apartment house. The boards neither creaked nor sagged when he walked across them; they were as solid as if they had been hewn in one single block from the heart of a gigantic oak. All this, he felt, was as it should be.",1
9189,"“Tell me where she is.”  “Sit down,” I said. “I don’t know where she is.” “The hell you don’t!”  “You can shut your face.”",0
847,"Mrs. Eliza E. Gant, proprietor. Just A Whisper Off The Square, Captain. All the comforts of the Modern Jail. Biscuits and home-made pies just like mother should have made but didn't.",1
7117,"He had known the reason for his working and was sure in his heart because he knew each day what lay ahead of him. He would go with his bag from house to house, and on all things he would talk to them and patiently explain. And then in the night he would be happy in the knowledge that the day had been a day of purpose. And even without Daisy and Hamilton and Karl Marx and William and Portia he could sit by the stove alone and take joy from this knowledge. He would drink a pot of turnip-green liquor and eat a pone of cornbread. A deep feeling of satisfaction would be in him because the day was good.",0
4415,"What is it?""  ""Well, Mr. Webber, I already reached my own conclusions, but I'm gonna ast it to yah just t'see if it don't bear me out. Now what I'm gonna ast yah--an' yah don't have to answer if yah don't want to--is--What's your line?--What business are yah in? Now yah don't need to tell me if it's too personal. Not at all.",1
5493,"As for myself, I did not find it so. For, even while I was most securely caught up and enclosed within the inner circle of Love's bondage, I began to discover a larger world outside. It did not dawn upon me in a sudden and explosive sense, the way the world of Chapman's Homer burst upon John Keats:  ""Then felt I like some watcher of the skies When a new planet swims into his ken.",1
8882,"“He did behave very badly,” Brett said. “Mark you. Brett’s had affairs with men before. She tells me all about everything. She gave me this chap Cohn’s letters to read. I wouldn’t read them.”",0
910,"And Eugene, encysted now completely behind the walls of his fantasy, hurled his physical body daily to defeat, imitated, as best he could, the speech, gesture, and bearing of his fellows, joined, by act or spirit, in the attack on those weaker than himself, and was compensated sometimes for his bruises when he heard Margaret say that he was ""a boy with a fine spirit. She said it very often. He was, fortunately, thanks to Gant and Eliza, a creature that was dominantly masculine in its sex, but in all his life, either at home or in school, he had seldom known victory. Fear he knew well. And so incessant, it seemed to him later, had been this tyranny of strength, that in his young wild twenties when his great boneframe was powerfully fleshed at last, and he heard about him the loud voices, the violent assertion, the empty threat, memory would waken in him a maniacal anger, and he would hurl the insolent intruding swaggerer from his path, thrust back the jostler, glare insanely into fearful surprised faces and curse them.",1
8379,"I brought a towel and he wiped the bottle dry and held it up. “I like to drink champagne from magnums. The wine is better but it would have been too hard to cool.” He held the bottle, looking at it. I put out the glasses.",0
2642,"Well . . . that's all right, Fatty. . . . You know how I feel about it. . . . I've always said that if he had one true friend in the world, it's you . . . and don't think we're ALL ungrateful for what you've done. . . . During the pauses, Eugene could hear the voice of the other woman across the wires, sobbing.",1
1459,"Seated alone, with thick brown eyes above her straw regardant, Mrs. Thelma Jarvis, the milliner, drew, in one swizzling guzzle, the last beaded chain of linked sweetness long drawn out from the bottom of her glass. Drink to me only with thine eyes. She rose slowly, looking into the mirror of her open purse. Then, fluescent, her ripe limbs moulded in a dress of silk henna, she writhed carefully among the crowded tables, with a low rich murmur of contrition. Her voice was ever soft, gentle, and low--an excellent thing in a woman. The high light chatter of the tables dropped as she went by. For God's sake, hold your tongue and let me love! On amber undulant limbs she walked slowly up the aisle past perfume, stationery, rubber goods, and toilet preparations, pausing at the cigar counter to pay her check. Her round, melon- heavy breasts nodded their heads in slow but sprightly dance. A poet could not but be gay, in such a jocund company.",1
7904,"Crossing his lawn, I saw that his front door was still open and he was leaning against a table in the hall, heavy with dejection or sleep. “Nothing happened,” he said wanly. “I waited, and about four o’clock she came to the window and stood there for a minute and then turned out the light.”",0
3476,"The higher purposes of this industrial empire, which the employees almost never referred to by name, as who should speak of the deity with coarse directness, but always with a just perceptible lowering and huskiness of the voice as ""the Company""--these higher purposes were also beautifully simple. They were summed up in the famous utterance of the Great Man himself, Mr. Paul S. Appleton, III, who invariably repeated it every year as a peroration to his hour-long address before the assembled members of the sales organisation at their national convention. Standing before them at the close of each year's session, he would sweep his arm in a gesture of magnificent command towards an enormous map of the United States of America that covered the whole wall behind him, and say:  ""There's your market!",1
4026,"I'm sorry, sir,"" the policeman said, ""but you can't go in there again. We've got orders not to let anybody in. But I've got to!",1
9396,"“I’m drunk,” I said. “I’m going in and lie down.” “Are you blind? I was blind myself.”",0
7704,"A breeze stirred the grey haze of Daisy’s fur collar. “At least they are more interesting than the people we know,” she said with an effort. “You didn’t look so interested.”",0
6524,"For a long time he worked at the monogram in the center of the platter. With delicate, concentrated strokes he guided the scriver on the silver. As he worked his eyes had a curiously penetrating look of hunger. He was thinking of his letter to his friend Antonapoulos. Midnight had passed before the work was finished. When he put the platter away his forehead was damp with excitement. He cleared his bench and began to write. He loved to shape words with a pen on paper and he formed the letters with as much care as if the paper had been a plate of silver.",0
6935,"Jake looked around him with dazed, gin-clouded eyes. Everything seemed unclear and strange. The heat in the kitchen dizzied him so that voices echoed in his ears. The smoke choked him. The light hanging from the ceiling was turned on but, as the bulb was wrapped in newspaper to dim its strength, most of the light came from between the chinks of the hot stove. There was a red glow on all the dark faces around him. He felt uneasy and alone. Singer had left the room to visit Portia's father. Jake wanted him to come back so that they could leave. He walked awkwardly across the floor and sat down on the bench between Marshall Nicolls and John Roberts.",0
162,"The negro girl, blubbering, had fled inward. This looks worse than it is,"" observed Dr. McGuire, laying the hero upon the lounge. Some hot water, please. Nevertheless, it took two hours to bring him round. Every one spoke highly of the horse.",1
2928,"He went back to Pulpit Hill for two or three days of delightful loneliness in the deserted college. He prowled through the empty campus at midnight under the great moons of the late rich Spring; he breathed the thousand rich odors of tree and grass and flower, of the opulent and seductive South; and he felt a delicious sadness when he thought of his departure, and saw there in the moon the thousand phantom shapes of the boys he had known who would come no more. And in the day he went to talk with Vergil Weldon. The old man was charming, confidential, full of wise intimacy, gentle humor. They sat beneath the great trees of his yard and drank iced tea. Eugene was thinking of California, Peru, Asia, Alaska, Europe, Africa, China. But he mentioned Harvard. For him, it was not the name of a university--it was rich magic, wealth, elegance, joy, proud loneliness, rich books and golden browsing; it was an enchanted name like Cairo and Damascus. And he felt somehow that it gave a reason, a goal of profit, to his wild ecstasy.",1
2077,"For God's sake! he cried annoyed. You always need me when I want to go somewhere. Let them wait! They can wait a day. It's overdue,"" she said.",1
1489,"For, of all the English, none can show a loftier or more inspired love for Albion's Isle than American ladies who teach its noble tongue. Eugene was also faithful. With Miss Crane he kept a face of mournful regret, but his heart drummed a martial tattoo against his ribs. The air was full of fifes and flutes; he heard the ghostly throbbing of great guns.",1
4694,"I knew this was comin'! This dollah-a-day stuff can't keep up for ever! Well,' I thinks, 'you can't hang onto a good thing all yoeh life!'--so I decides to let 'im have it befoeh he has the chanct to staht gettin' funny. So I lies to 'im: 'Surer I says, an' looks 'im right in the eye--'I'm good an' married! Ain't you?' I thought that ought to hold 'im.""  The other: ""An' w'at did he say t' that?",1
2484,"A day or two later, he went behind the oats again, gambled with his last dollar--and lost. He began to starve. Day crawled into weary day. The fierce eye of July beat down upon the pier with a straight insufferable glare. The boats and trains slid in and out, crammed to the teeth with munitions--with food for the soldiers. The hot grainy air on the pier swam before his eyes speckled with dancing patches, and he made weary tallies on a sheet as the big black stevedores swarmed past him with their trunks. Sinker Jordan cadged small sums from the other checkers, and lived miserably on bottled pop and cheese at a little grocery across the road from the pier. Eugene was unable to beg or borrow. Partly from pride, but more from the powerful brooding inertia of his temper, which more and more was governing his will to act, he found himself unable to speak. Each day he said:  ""I shall speak to one of them to-day. I shall say that I must eat, and that I have no money. But when he tried to speak he could not.",1
3164,"And you like?""  ""Yes, very much. And--"" he giggled a little and made a shaking movement with his hands--""you see foot? Yes.""  ""I sink,"" he said, ""he will be tramp-ling--yis?""--and he made laughing sound.",1
8212,“Why?”  “Just wanted to see you. Damned silly idea. Want to get dressed and come down? He’s got the car just up the street.”,0
9399,"“He’s asleep. Better let him alone.” “He’s blind as a tick,” Mike said. They went out.",0
4038,"All at once somebody in the waiting throng noticed something and pointed towards it. A murmur ran through the crowd, and all eyes were turned upwards searchingly to one of the top-floor apartments in the darkened wing. There, through an open window four floors directly above the Jack's apartment, wisps of smoke could be seen curling upwards.",1
814,"Why--here--who told you that?"" said Mr. Leonard, bewildered, but considering matrimony a wild and possibly dangerous myth. Who told you, boy?""  ""What was she, then?"" said Tom Davis pointedly. Why--not exactly,"" Mr. Leonard murmured, rubbing his chin.",1
3980,"But fire?""--in a puzzled tone. What fire? Is there a fire? I think the building is on fire,"" said Mr. Jack smoothly, but with an edge of heavy irony, ""so perhaps we'd better all get out--that is, unless you prefer to stay.",1
6933,'I seen him on the street today. ' 'This here Buster don't have no folks and it were Father's idea to have him move on in with us. Father want to round up all the boys together. How he reckons us can feed them I sure don't know. ',0
7226,'The dream was nothing. You got to be asleep to understand why it was such a nightmare. ',0
9476,"“Darling!” Brett said. I went over to the bed and put my arms around her. She kissed me, and while she kissed me I could feel she was thinking of something else. She was trembling in my arms. She felt very small.",0
7585,"he corrected me quickly. “I don’t want to put you to any trouble, you see.” “How about the day after tomorrow?”  He considered for a moment.",0
1365,"Well, keep Hal out of trouble,"" said Ralph Rolls. Julius Arthur laughed roughly and thrust his hand through Eugene's hair. Old Hairbreadth Hal,"" he said. The cutthroat from Saw- Tooth Gap!""  ""Don't let 'em climb your frame, son,"" said Van Yeats, turning his quiet pleasant face on Eugene.",1
2373,"He no longer seemed old. His life in a marvellous instant came from its wasting shadow; it took on a hale sinew of health and action. Save the fireworks,"" said Helen to Luke, as she left the room. Close the door. For heaven's sake, try to keep it from mama, if you can. This is a great moral issue, thought Eugene.",1
5619,"'You know what you can do,' Blount said drunkenly. 'You can just----'  'All right,' Biff said very quietly. 'No, I can't. Now you just behave yourself. '",0
7265,"The silence in the room was deep as the night itself. Biff stood transfixed, lost in his meditations. Then suddenly he felt a quickening in him. His heart turned and he leaned his back against the counter for support. For in a swift radiance of illumination he saw a glimpse of human struggle and of valor. Of the endless fluid passage of humanity through endless time. And of those who labor and of those who--one word--love. His soul expanded. But for a moment only. For in him he felt a warning, a shaft of terror. Between the two worlds he was suspended. He saw that he was looking at his own face in the counter glass before him. Sweat glistened on his temples and his face was contorted. One eye was opened wider than the other. The left eye delved narrowly into the past while the right gazed wide and affrighted into a future of blackness, error, and ruin. And he was suspended between radiance and darkness. Between bitter irony and faith. Sharply he turned away.",0
8260,Not since Sunday.” “What do you hear from the States?”  “Nothing. Absolutely nothing.”,0
4677,"Fox knew everything, or almost everything. (If there's a lack here, we will smell it out.) Fox had been born with everything, and had learned much, yet his learning had not made him mad, or ever blunted the keen blade of knowing. He saw all things as they were: had never (in his mind and heart) called man a ""white man"" yet, because Fox saw man was not ""white man""--man was pink man tinged with sallow, man was sallow tinged with grey, man was pink-brown, red-bronze, or white-red-sallow, but not white.",1
2424,"Eliza whispered. Unnatural son! You will be punished if there's a just God in heaven. Oh, there is!",1
6510,Singer was bewildered. Always each of them had so much to say. Yet now that they were together they were silent. When they came in he had expected an outburst of some kind. In a vague way he had expected this to be the end of something. But in the room there was only a feeling of strain. His hands worked nervously as though they were pulling things unseen from the air and binding them together.,0
2371,"Have you no this? Have you no that? Have you no this? Have you no that?--he was cradled in their rhythm. No, ma'am. We've run out of honor to-day, but we have a nice fresh lot of self-respect.",1
6281,"She wanted to learn how to read music already written down. Delores Brown had taken music lessons for five years. She paid Delores the fifty cents a week she got for lunch money to give her lessons. This made her very hungry all through the day. Delores played a good many fast, runny pieces--but Delores did not know how to answer all the questions she wanted to know. Delores only taught her about the different scales, the major and minor chords, the values of the notes, and such beginning rules as those.",0
5685,"She was by herself. No one was around and it was quiet and she could think for a while. She took from the pocket of her shorts the package of cigarettes she had bought the night before. She breathed in the smoke slowly. The cigarette gave her a drunk feeling so that her head seemed heavy and loose on her shoulders, but she had to finish it.",0
6914,Singer nodded uncertainly. 'I want to see the boy and hear the whole story. When can you take me around there?',0
5710,Bubber got out when they came to the corner and helped her lift the wagon down the curb and get it up on the next sidewalk. 'But there's one thing I would give anything for. And that's a piano. If we had a piano I'd practice every single night and learn every piece in the world. That's the thing I want more than anything else.',0
7176,'I got to hockey. Does the Saviour have anything against that?'  'Sinner! The Lord remembers all your transgressions. The Lord has a message for you this very night. '  'Does the Lord remember that dollar I gave you last week?'  'Jesus has a message for you at seven-fifteen tonight.,0
5629,"Biff watched this happening from a distance. Blount was very angry, and now it could easily be seen how drunk he was. 'I'm part nigger myself,' he called out as a challenge.",0
129,"Oh my God, my God! Did this have to be put upon me in my old age? Another mouth to feed! It's fearful, it's awful, it's croo-el,"" and he began to weep affectedly. Then, realizing presently that no one was near enough to be touched by his sorrow, he paused suddenly and precipitated himself toward the door, crossing the dining-room, and, going up the hall, making loud lament:  ""Eliza!",1
2727,"As Luke and Eugene turned up the street toward town, a woman came out of the big brick house across the street, and over the yard toward them. When she got near, they saw she was Mrs. Pert. It was October, but some birds were waking.",1
6604,"'Now, Baby, you're just trying yourself,' Lucile said impatiently. 'You know good and well that Willie's not here. Willie was sent off to the penitentiary.'",0
8241,"“I don’t believe she’ll ever marry him.” “Why not?”  “I don’t know. I just don’t believe it. Have you known her a long time?”  “Yes,” I said.",0
6940,"Highboy bowed elaborately to Jake and placed on the table two fruit jars of wine. Lancy put beside them a plate covered with a fresh white napkin. 'This here wine is a present from the Society,' Highboy said. ' And Lancy's mother sent some peach puffs.'",0
3437,"They knew that he was diseased and broken, that his wits were always addled now with alcohol, but they used him as men once used divining rods. They deferred to him as Russian peasants once deferred to the village idiot. They now believed with an absolute and unquestioning faith that some power of intuition in him made all his judgments infallible.",1
5374,"A few minutes later an official opened the door of the compartment, saluted, and asked for their passports. He inspected Adamowski's first, found everything in order, took his certificate, saw his twenty-three marks, stamped the passport, and returned it to him. Then he turned to George, who gave him his passport and the various papers certifying his possession of American currency. The official thumbed through the pages of the passport, which were now almost completely covered with the stamps and entries which had been made every time George cashed a cheque for register-marks. On one page the man paused and frowned, scrutinising carefully a stamp showing re-entrance into Germany from Kufstein, on the Austrian border; then he consulted again the papers George had handed him. He shook his head. Where, he asked, was the certificate from Kufstein?  George's heart jumped and pounded hard.",1
4046,"Poor child! It was now instantly apparent to those who knew her that, like so many other ""lost"" people, she would not have been lost at all--if only there could always be a fire. The girl could not accept getting up in the morning or going to bed at night, or doing any of the accustomed things in their accustomed order. But she could and did accept the fire. It seemed to her wonderful. She was delighted with everything that happened. She threw herself into it, not as a spectator, but as a vital and inspired participant. She seemed to know people everywhere, and could be seen moving about from group to group, her ebony head bobbing through the crowd, her voice eager, hoarse, abrupt, elated. When she returned to her own group she was full of it all.",1
4230,"As the artist, I can survey my work with a clear conscience. I have the regrets and dissatisfactions that every writer ought to have: the book should have been better, it failed to measure up to what I wanted for it. But I am not ashamed of it. I feel that I wrote it as I did because of an inner necessity, that I had to do it, and that by doing it I was loyal to the only thing in me which is worth anything.",1
3658,"Such was the well-groomed man who was delivered to his place of business every morning by his speed-drunk and city-hardened chauffeur. And within a hundred yards of the place where he alighted from his car ten thousand other men much like him in dress and style, in their general beliefs, and even, perhaps, in kindness, mercy, and tolerance, were also descending from their thunderbolts and were moving into another day of legend, smoke, and fury. Having been set down at their doors, they were shot up in swift elevators to offices in the clouds. There they bought, sold, and traded in an atmosphere fraught with frantic madness. This madness was everywhere about them all day long, and they themselves were aware of it. Oh, yes, they sensed it well enough. Yet they said nothing. For it was one of the qualities of this time that men should see and feel the madness all round them and never mention it--never admit it even to themselves.",1
1400,"Frank Moriarty's got a pot full of money that he made selling licker. Don't let them hear you,"" said George Graves, with a surly laugh. They've got a family tree and a coat of arms already. A beer-bottle rampant on a field of limburger cheese, gules,"" said Eugene.",1
6963,"'Get out,' the Negro said. 'Wait----' Jake said helplessly. 'Why do you say that?'",0
655,"No,"" said Dick Ravenel, ""removing a woman from a tumor. Bet you it weighs fifty pounds, if it weighs an ounce,"" said McGuire with sudden professional interest. Dick Ravenel winced ever so slightly. A cool spurt of young wind, clean as a kid, flowed by him. McGuire's meaty shoulders recoiled burlily as if from the cold shock of water. He seemed to waken.",1
2795,"And as Eugene looked, he felt again the nightmare horror of destiny: he was of them--there was no escape. Their lust, their weakness, their sensuality, their fanaticism, their strength, their rich taint, were rooted in the marrow of his bones. But Ben, with the thin gray face (he thought) was not a part of them. Their mark was nowhere on him.",1
3502,"You--you see, he's got to do these things... He--he's with the Company. George didn't say anything.",1
3361,"While they stood there, Jarvis Riggs, Parson Flack, and the Mayor came slowly down the platform talking earnestly to one of the leading real estate operators of the town, who had come down to meet them. Randy saw them and, still grinning, he winked at George and prodded him in the ribs. Oh, you'll get it now! he cried in his old extravagant way. At all hours, from daybreak to three o'clock in the morning--no holds barred! They'll be waiting for you when you get there! he chortled.",1
124,"Gant, fathoms deep in slumber, lay on the smooth leather sofa against the wall. She had wrapped him well in a blanket; now she put a pillow on a chair and placed his feet on it. He was rank with whisky stench; the window rattled as he snored.",1
2317,"Ah, there, gentlemen.""  ""Gentlemen, how are you? A nice day, gentlemen. The vast champaign of the world stretched out its limitless wonder, but few were seduced away from the fortress of the State, few ever heard the distant reverberation of an idea.",1
8947,"“Hello, Jake. Hello!” Mike called. “Come here. I want you to meet my friends. We’re all having an hors-d’œuvre.”",0
576,"Rates Reasonable--Both Transient and Tourist. Apply Eliza E. Gant, Prop. You've got to help me drum up some trade, if we're to live, boy,"" she said again, with the lip-pursing, mouth-tremulous jocularity that was coming to wound him so deeply, because he felt it was only an obvious mask for a more obvious insincerity.",1
5804,"'What we got planned for this evening?' she asked. 'It depend entirely upon you, Honey,' the tall boy said. 'Willie and me don't have no special plans. '",0
4428,"Nothing in the world but sheer tar-nation jealousy--that's what it is! But why, Mr. Wakefield? Why should they be jealous of you?""  ""Because we reely did some soldierin'--that's why!",1
1999,"How's your hand, 'Gene? Helen asked. It's all right,"" he said.",1
6832,I reckon not. '  'Listen here. We got to do something. Let's sit down. ',0
5125,"That, however, was too much to hope for. Fox read it, told him in his shy, straight way that it was good, and then made a few suggestions--for cutting it here, for adding something there, for rearranging some of the material. George argued hotly with Fox, then took the manuscript home and went to work on it again and did the things Fox wanted--not because Fox wanted them, but because he saw that Fox was right. Two more months went into that. Then there were proofs to read and correct, and by the time this was done another six weeks had gone. The better part of a year had passed since his return from England, but now the job was really finished and he was free at last.",1
9367,Marcial had a big day. They were still applauding him when Romero’s last bull came in. It was the bull that had sprinted out and killed the man in the morning running.,0
6742,"'That is a lie,' said Doctor Copeland slowly. 'I have not----'  The sheriff struck him on the face. He fell against the wall. Two white men grasped him by the arms and dragged him down the steps to the main floor. He did not resist.",0
