season_name,season,full_name,castaway_id,castaway,age,city,state,personality_type,episode,day,order,result,jury_status,original_tribe,swapped_tribe,swapped_tribe_2,merged_tribe,total_votes_received,immunity_idols_won,short_name,date_of_birth,date_of_death,gender,race,ethnicity,occupation
Survivor: San Juan del Sur,29,Kelley Wentworth,429,Kelley,28,Seattle,Washington,ENTP,5,13,5,5th voted out,,Hunahpu,Coyopa,,,4,0,Kelley,1986-06-07,,Female,,,Marketing Manager
Survivor: San Juan del Sur,29,Drew Christy,428,Drew,25,Winter Park,Florida,ESTP,4,10,4,4th voted out,,Hunahpu,,,,5,0,Drew,1989-05-18,,Male,,,Traveling Sales Representative
Survivor: San Juan del Sur,29,John Rocker,427,John,39,Atlanta,Georgia,ESTP,3,8,3,3rd voted out,,Coyopa,,,,5,0,John,1974-10-17,,Male,,,Former MLB Player
Survivor: San Juan del Sur,29,Val Collins,426,Val,35,Foxboro,Massachusetts,INTJ,2,6,2,2nd voted out,,Coyopa,,,,9,0,Val,1978-11-08,,Female,Black,,Foxboro Police Officer
Survivor: San Juan del Sur,29,Nadiya Anderson,425,Nadiya,28,Edgewater,New Jersey,ESFP,1,3,1,1st voted out,,Coyopa,,,,5,0,Nadiya,1986-04-11,,Female,Asian,,Crossfit Coach/Project Coordinator
Survivor: Cagayan,28,Tony Vlachos,424,Tony,39,Jersey City,New Jersey,ESTP,14,39,18,Sole Survivor,,Aparri,Solana,,Solarrion,5,0,Tony,1973-09-10,,Male,,,Police Officer
Survivor: Cagayan,28,Yung Hwang,423,Woo,29,Newport Beach,California,ISFP,14,39,17,Runner-up,,Aparri,Solana,,Solarrion,4,1,Woo,1984-03-16,,Male,Asian,,Martial Arts Instructor
Survivor: Cagayan,28,Kassandra McQuillen,422,Kass,41,Tehachapi,California,INTJ,13,38,16,15th voted out,9th jury member,Luzon,Aparri,,Solarrion,2,1,Kass,1971-11-08,,Female,,,Attorney
Survivor: Cagayan,28,Spencer Bledsoe,421,Spencer,21,Chicago,Illinois,INTJ,13,37,15,14th voted out,8th jury member,Luzon,Aparri,,Solarrion,8,3,Spencer,1992-06-12,,Male,,,Economics Student
Survivor: Cagayan,28,Trish Hegarty,420,Trish,48,Needham,Massachusetts,ENFJ,12,36,14,13th voted out,7th jury member,Aparri,Solana,,Solarrion,5,0,Trish,1965-10-09,,Male,,,Pilates Trainer
Survivor: Cagayan,28,Latasha Fox,419,Tasha,37,St. Louis,Missouri,ENFJ,11,33,13,12th voted out,6th jury member,Luzon,Aparri,,Solarrion,4,3,Tasha,1977-01-03,,Female,Black,,Accountant
Survivor: Cagayan,28,Jefra Bland,418,Jefra,22,Campbellsville,Kentucky,ISFJ,10,30,12,11th voted out,5th jury member,Solana,Solana,,Solarrion,9,0,Jefra,1990-07-02,,Male,,,Miss Kentucky Teen USA
Survivor: Cagayan,28,Jeremiah Wood,417,Jeremiah,34,Dobson,North Carolina,ISFP,9,28,11,10th voted out,4th jury member,Solana,Aparri,,Solarrion,9,0,Jeremiah,1979-06-15,,Male,,,Male Model
Survivor: Cagayan,28,LJ McKanas,416,LJ,34,Boston,Massachusetts,ISTP,8,25,10,9th voted out,3rd jury member,Solana,Solana,,Solarrion,8,0,LJ,1979-01-08,,Male,,,Horse Trainer
Survivor: Cagayan,28,Morgan McLeod,415,Morgan,21,San Jose,California,ISFP,7,22,9,8th voted out,2nd jury member,Solana,Aparri,,Solarrion,8,0,Morgan,1992-07-09,,Female,,,Ex-NFL Cheerleader
Survivor: Cagayan,28,Sarah Lacina,414,Sarah,29,Cedar Rapids,Iowa,ENTJ,6,19,8,7th voted out,1st jury member,Aparri,Aparri,,Solarrion,6,0,Sarah,1984-07-09,,Female,,,Police Officer
Survivor: Cagayan,28,Alexis Maxwell,413,Alexis,21,Addison,Illinois,ENFP,5,16,7,6th voted out,,Solana,Aparri,,,8,0,Alexis,1992-03-17,,Female,,Hispanic or Latino,Student
Survivor: Cagayan,28,Lindsey Ogle,412,Lindsey,29,Kokomo,Indiana,ESFP,4,14,6,Quit,,Aparri,Solana,,,0,0,Lindsey,1983-09-04,,Female,,,Hairstylist
Survivor: Cagayan,28,Cliff Robinson,411,Cliff,46,Buffalo,New York,ISTP,4,14,5,5th voted out,,Aparri,Solana,,,4,0,Cliff,1966-12-16,2020-08-29,Male,Black,,Former NBA All-Star
Survivor: Cagayan,28,J'Tia Taylor,410,J'Tia,31,Chicago,Illinois,ENTJ,3,11,4,4th voted out,,Luzon,,,,7,0,J'Tia,1981-09-01,,Female,Black,,Nuclear Engineer
Survivor: Cagayan,28,Brice Johnston,409,Brice,27,Philadelphia,Pennsylvania,ENFP,2,8,3,3rd voted out,,Solana,,,,5,0,Brice,1986-02-20,,Male,Black,,Social Worker
Survivor: Cagayan,28,Garrett Adelstein,408,Garrett,27,Santa Monica,California,INTP,1,6,2,2nd voted out,,Luzon,,,,3,0,Garrett,1986-05-16,,Male,White,Jewish,Pro Poker Player
Survivor: Cagayan,28,David Samson,407,David,45,Plantation,Florida,ENTJ,1,3,1,1st voted out,,Luzon,,,,4,0,David,1968-02-26,,Male,White,Jewish,Miami Marlins President
Survivor: Blood vs. Water,27,Tyson Apostol,274,Tyson,34,Provo,Utah,ESTP,15,39,23,Sole Survivor,,Galang,Tadhana,,Kasama,2,2,Tyson,1979-06-17,,Male,,,Former Professional Cyclist/Missionary;Shop Manager
Survivor: Blood vs. Water,27,Monica Culpepper,358,Monica,42,Tampa,Florida,ESFJ,15,39,22,Runner-up,,Galang,Galang,,Kasama,6,3,Monica,1970-06-15,,Female,,,Ex-NFL Player's Wife;Homemaker
Survivor: Blood vs. Water,27,Gervase Peterson,10,Gervase,43,Philadelphia,Pennsylvania,ESTP,15,39,21,2nd runner-up,,Galang,Tadhana,,Kasama,6,1,Gervase,1969-11-02,,Male,Black,,YMCA Basketball Coach;Cigar Lounge Owner
Survivor: Blood vs. Water,27,Tina Wesson,32,Tina,52,Robbinsville,North Carolina,ESFJ,14,38,20,17th voted out,8th jury member,Galang,Galang,,Kasama,10,0,Tina,1960-12-26,,Female,,,Personal Nurse;Motivational Speaker
Survivor: Blood vs. Water,27,Ciera Eastin,406,Ciera,24,Salem,Oregon,INFP,14,37,19,16th voted out,7th jury member,Tadhana,Tadhana,,Kasama,14,1,Ciera,1989-03-05,,Female,,,Cosmetology Student
Survivor: Blood vs. Water,27,Hayden Moss,405,Hayden,27,Springtown,Texas,ESFP,13,35,18,15th voted out,5th jury member,Tadhana,Tadhana,,Kasama,8,0,Hayden,1986-05-27,,Male,,,Real Estate
Survivor: Blood vs. Water,27,Katie Collins,404,Katie,25,New York City,New York,INTP,12,32,17,Eliminated,4th jury member,Tadhana,Galang,,Kasama,4,1,Katie,1987-06-27,,Female,,,Hedge Fund Support
Survivor: Blood vs. Water,27,Caleb Bankston,403,Caleb,26,Collinsville,Alabama,ISTP,11,29,16,14th voted out,3rd jury member,Tadhana,Tadhana,,Kasama,4,0,Caleb,1987-03-26,2014-06-24,Male,,,Post Office Manager/Farmer
Survivor: Blood vs. Water,27,Laura Morett,292,Laura M.,43,Salem,Oregon,ENFJ,10,26,15,13th voted out,6th jury member,Galang,,,Kasama,19,0,Laura M.,1969-07-30,,Female,,,Office Manager;Fitness Instructor
Survivor: Blood vs. Water,27,Tina Wesson,32,Tina,52,Robbinsville,North Carolina,ESFJ,9,24,14,12th voted out,,Galang,Galang,,Kasama,10,0,Tina,1960-12-26,,Female,,,Personal Nurse;Motivational Speaker
Survivor: Blood vs. Water,27,Vytas Baskauskas,402,Vytas,33,Santa Monica,California,INFJ,9,22,13,11th voted out,2nd jury member,Tadhana,Galang,,Kasama,10,1,Vytas,1979-12-08,,Male,,,Yoga Instructor/Math Professor
Survivor: Blood vs. Water,27,Aras Baskauskas,182,Aras,31,Santa Monica,California,INFP,8,21,12,10th voted out,1st jury member,Galang,Tadhana,,Kasama,7,0,Aras,1981-09-26,,Male,,,Yoga Instructor;Musician
Survivor: Blood vs. Water,27,Laura Boneham,397,Laura B.,44,Indianapolis,Indiana,,7,18,11,9th voted out,,Tadhana,Galang,,,10,0,Laura B.,1968-08-29,,Female,,,Merchandiser
Survivor: Blood vs. Water,27,Kat Edorsson,365,Kat,23,Orlando,Florida,ENFP,6,16,10,8th voted out,,Galang,Galang,,,5,0,Kat,1989-06-22,,Female,,,Timeshare Representative;Full Time Student/Sales
Survivor: Blood vs. Water,27,Laura Morett,292,Laura M.,43,Salem,Oregon,ENFJ,5,13,9,7th voted out,,Galang,,,,19,0,Laura M.,1969-07-30,,Female,,,Office Manager;Fitness Instructor
Survivor: Blood vs. Water,27,Brad Culpepper,401,Brad,44,Tampa,Florida,ESTJ,4,10,8,6th voted out,,Tadhana,,,,7,0,Brad,1969-05-08,,Male,,,Attorney/Retired NFL Player
Survivor: Blood vs. Water,27,John Cody,400,John,30,Washington,D.C.,ISFJ,3,8,7,5th voted out,,Tadhana,,,,8,0,John,1983-05-12,,Male,,,"Physician, Army Orthopedic Surgery Resident"
Survivor: Blood vs. Water,27,Colton Cumbie,359,Colton,22,Collinsville,Alabama,ESFP,3,7,6,Quit,,Galang,,,,0,0,Colton,1990-11-22,,Male,,,Student;Student Teacher
Survivor: Blood vs. Water,27,Rachel Foulger,399,Rachel,33,Provo,Utah,ISFJ,2,6,5,4th voted out,,Tadhana,,,,5,0,Rachel,1979-07-28,,Female,,,Cocktail Waitress/Graphic Designer
Survivor: Blood vs. Water,27,Marissa Peterson,398,Marissa,21,Chapel Hill,North Carolina,ESTJ,1,3,4,3rd voted out,,Tadhana,,,,10,0,Marissa,1991-09-25,,Female,Black,,Student
Survivor: Blood vs. Water,27,Rupert Boneham,107,Rupert,49,Indianapolis,Indiana,ESFJ,1,1,3,Switched,,Galang,,,,0,0,Rupert,1964-01-27,,Male,,,Troubled Teens Mentor
Survivor: Blood vs. Water,27,Candice Cody,195,Candice,30,Washington,D.C.,ISTJ,1,1,2,2nd voted out,,Galang,,,,5,0,Candice,1982-11-12,,Female,,,Pre-Med Student;Physician/Anesthesiology Resident
Survivor: Blood vs. Water,27,Laura Boneham,397,Laura B.,44,Indianapolis,Indiana,,1,1,1,1st voted out,,Tadhana,,,,10,0,Laura B.,1968-08-29,,Female,,,Merchandiser
Survivor: Caramoan,26,John Cochran,348,Cochran,25,Washington,D.C.,INTP,15,39,20,Sole Survivor,,Bikal,Bikal,,Enil Edam,0,4,Cochran,1987-01-17,,Male,White,Jewish,Harvard Law Student
Survivor: Caramoan,26,Dawn Meehan,346,Dawn,42,South Jordan,Utah,ESFJ,15,39,19,Co-runner-up,,Bikal,Bikal,,Enil Edam,2,1,Dawn,1970-06-29,,Female,,,English Professor
Survivor: Caramoan,26,Sherri Biethman,396,Sherri,41,Boise,Idaho,ESFJ,15,39,18,Co-runner-up,,Gota,Gota,,Enil Edam,6,0,Sherri,1971-09-09,,Female,,,Fast Food Franchisee
Survivor: Caramoan,26,Edward Fox,395,Eddie,23,East Brunswick,New Jersey,ESFP,14,38,17,15th voted out,8th jury member,Gota,Gota,,Enil Edam,16,0,Eddie,1989-04-15,,Male,,,Fireman/EMT
Survivor: Caramoan,26,Erik Reichenbach,246,Erik,27,Santa Clarita,California,INTP,13,36,16,Medically evacuated,7th jury member,Bikal,Gota,,Enil Edam,2,1,Erik,1985-11-27,,Male,,,Ice Cream Scooper;Comic Book Artist
Survivor: Caramoan,26,Brenda Lowe,312,Brenda,29,Miami,Florida,INTJ,13,36,15,14th voted out,6th jury member,Bikal,Gota,,Enil Edam,5,1,Brenda,1982-11-03,,Female,Asian,Hispanic or Latino,Paddleboard Company Owner
Survivor: Caramoan,26,Andrea Boehlke,333,Andrea,23,New York City,New York,ENFP,12,33,14,13th voted out,5th jury member,Bikal,Gota,,Enil Edam,13,1,Andrea,1989-05-10,,Female,,,Student;Entertainment Host/Writer
Survivor: Caramoan,26,Reynold Toepfer,394,Reynold,30,San Francisco,California,ESTP,12,31,13,12th voted out,4th jury member,Gota,Gota,,Enil Edam,9,1,Reynold,1982-10-06,,Male,,,Real Estate Sales
Survivor: Caramoan,26,Malcolm Freberg,384,Malcolm,25,Hermosa Beach,California,ENTP,11,30,12,11th voted out,3rd jury member,Bikal,Gota,,Enil Edam,11,0,Malcolm,1987-05-07,,Male,,,Bartender
Survivor: Caramoan,26,Phillip Sheppard,337,Phillip,54,Santa Monica,California,ESTJ,10,28,11,10th voted out,2nd jury member,Bikal,Bikal,,Enil Edam,5,0,Phillip,1958-03-12,,Male,Black,,Former Federal Agent;Software Sales
Survivor: Caramoan,26,Michael Snow,393,Michael,44,New York City,New York,INFJ,9,25,10,9th voted out,1st jury member,Gota,Bikal,,Enil Edam,10,0,Michael,1968-08-30,,Male,,,Event Planner
Survivor: Caramoan,26,Corinne Kaplan,259,Corinne,33,Los Angeles,California,ENTJ,8,22,9,8th voted out,,Bikal,Bikal,,Enil Edam,7,0,Corinne,1979-01-17,,Female,White,Jewish,Pharmaceutical Sales;Clinical Consultant
Survivor: Caramoan,26,Julia Landauer,392,Julia,21,Stanford,California,ISTJ,7,19,8,7th voted out,,Gota,Bikal,,,9,0,Julia,1991-11-12,,Female,,,Racecar Driver
Survivor: Caramoan,26,Matt Bischoff,391,Matt,38,Cincinnati,Ohio,INFP,6,16,7,6th voted out,,Gota,Bikal,,,4,0,Matt,1974-04-04,,Male,,,BMX Bike Sales
Survivor: Caramoan,26,Brandon Hantz,350,Brandon,20,Katy,Texas,ESFP,5,13,6,5th voted out,,Bikal,,,,8,0,Brandon,1991-10-15,,Male,,,Oil Tanker Crewman;Chemical Disposal
Survivor: Caramoan,26,Laura Alexander,390,Laura,23,Washington,D.C.,ENTP,4,10,5,4th voted out,,Gota,,,,6,0,Laura,1989-09-12,,Female,,,Administrative Officer
Survivor: Caramoan,26,Shamar Thomas,389,Shamar,27,Brooklyn,New York,INFP,4,10,4,Medically evacuated,,Gota,,,,8,0,Shamar,1985-09-27,,Male,Black,,Iraq War Veteran
Survivor: Caramoan,26,Hope Driskill,388,Hope,23,Jefferson City,Missouri,ISFP,3,7,3,3rd voted out,,Gota,,,,8,0,Hope,1989-07-06,,Female,,,Pre-Law Student
Survivor: Caramoan,26,Alexandra Pohevitz,387,Allie,25,Oceanside,New York,ESTP,2,5,2,2nd voted out,,Gota,,,,6,0,Allie,1987-12-24,,Female,,,Bartender
Survivor: Caramoan,26,Francesca Hogi,322,Francesca,38,Brooklyn,New York,INFJ,1,3,1,1st voted out,,Bikal,,,,6,0,Francesca,1973-11-03,,Female,Black,,Attorney
Survivor: Philippines,25,Denise Stapley,386,Denise,41,Cedar Rapids,Iowa,INFJ,15,39,18,Sole Survivor,,Matsing,Kalabaw,,Dangrayne,6,1,Denise,1971-01-01,,Female,,,Sex Therapist
Survivor: Philippines,25,Michael Skupin,22,Michael,50,White Lake,Michigan,ESFJ,15,39,17,Co-runner-up,,Tandang,Tandang,,Dangrayne,0,2,Michael,1962-01-29,,Male,,,Software Publisher;Part-Time Professional Speaker
Survivor: Philippines,25,Lisa Whelchel,385,Lisa,49,Dallas,Texas,INFP,15,39,16,Co-runner-up,,Tandang,Tandang,,Dangrayne,0,0,Lisa,1963-05-29,,Female,,,Former TV Teen Star
Survivor: Philippines,25,Malcolm Freberg,384,Malcolm,25,Hermosa Beach,California,ENTP,14,38,15,14th voted out,8th jury member,Matsing,Tandang,,Dangrayne,6,2,Malcolm,1987-05-07,,Male,,,Bartender
Survivor: Philippines,25,Abi-Maria Gomes,383,Abi-Maria,32,Los Angeles,California,ESFP,13,36,14,13th voted out,7th jury member,Tandang,Tandang,,Dangrayne,9,0,Abi-Maria,1979-10-21,,Female,Brazilian,Hispanic or Latino,Business Student
Survivor: Philippines,25,Carter Williams,382,Carter,23,Shawnee,Kansas,ISFP,12,33,13,12th voted out,6th jury member,Kalabaw,Kalabaw,,Dangrayne,5,2,Carter,1987-05-26,,Male,,,Track Coach
Survivor: Philippines,25,Jonathan Penner,196,Jonathan,50,Los Angeles,California,ENTP,11,30,12,11th voted out,5th jury member,Kalabaw,Kalabaw,,Dangrayne,14,1,Jonathan,1962-03-05,,Male,White,Jewish,Writer
Survivor: Philippines,25,Peter Yurkowski,381,Pete,24,Holmdel,New Jersey,INTP,10,27,11,10th voted out,4th jury member,Tandang,Tandang,,Dangrayne,9,0,Pete,1988-03-03,,Male,,,Engineering Graduate
Survivor: Philippines,25,Artis Silvester,380,Artis,53,Terrytown,Louisiana,ISTJ,9,25,10,9th voted out,3rd jury member,Tandang,Tandang,,Dangrayne,5,0,Artis,1959-04-18,,Male,Black,,Computer Engineer
Survivor: Philippines,25,Jeff Kent,379,Jeff,44,Austin,Texas,ISTP,8,22,9,8th voted out,2nd jury member,Kalabaw,Kalabaw,,Dangrayne,5,0,Jeff,1968-03-07,,Male,,,Retired MLB Player
Survivor: Philippines,25,Roberta Saint-Amour,378,RC,27,New York City,New York,ENTJ,7,19,8,7th voted out,1st jury member,Tandang,Tandang,,Dangrayne,4,0,RC,1985-05-10,,Female,,Jewish,Investment Banker
Survivor: Philippines,25,Katie Hanson,377,Katie,22,Newark,Delaware,ENTP,6,16,7,6th voted out,,Kalabaw,Kalabaw,,,4,0,Katie,1989-11-29,,Female,,,Former Miss Delaware
Survivor: Philippines,25,Sarah Dawson,376,Dawson,28,Silver Spring,Maryland,ENFP,5,13,6,5th voted out,,Kalabaw,Kalabaw,,,5,0,Dawson,1983-11-15,,Female,Black,,Insurance Sales
Survivor: Philippines,25,Dana Lambert,375,Dana,32,Winston-Salem,North Carolina,ISTP,5,12,5,Quit,,Kalabaw,Kalabaw,,,0,0,Dana,1979-12-13,,Female,,,Cosmetologist
Survivor: Philippines,25,Russell Swan,288,Russell,45,Glenside,Pennsylvania,ESFJ,4,10,4,4th voted out,,Matsing,,,,4,0,Russell S.,1967-02-17,,Male,Black,,Attorney
Survivor: Philippines,25,Angie Layton,374,Angie,20,Provo,Utah,INFP,3,8,3,3rd voted out,,Matsing,,,,4,0,Angie,1991-10-08,,Female,,,Model/Student
Survivor: Philippines,25,Roxanne Morris,373,Roxy,28,Brooklyn,New York,ESFP,2,6,2,2nd voted out,,Matsing,,,,4,0,Roxy,1984-06-03,,Female,Black,,Seminary Student
Survivor: Philippines,25,Zane Knight,372,Zane,28,Danville,Virginia,ENTP,1,3,1,1st voted out,,Matsing,,,,5,0,Zane,1984-02-20,,Male,,,Tire Repair
Survivor: One World,24,Kim Spradlin,371,Kim,29,San Antonio,Texas,INFJ,15,39,18,Sole Survivor,,Salani,Salani,,Tikiano,3,4,Kim,1983-01-30,,Female,,,Bridal Shop Owner;Interior Designer
Survivor: One World,24,Sabrina Thompson,370,Sabrina,33,Brooklyn,New York,ENFJ,15,39,17,Runner-up,,Salani,Salani,,Tikiano,2,0,Sabrina,1978-03-06,,Female,Black,,High School Teacher
Survivor: One World,24,Chelsea Meissner,369,Chelsea,26,Charleston,South Carolina,ISFP,15,39,16,2nd runner-up,,Salani,Salani,,Tikiano,4,1,Chelsea,1985-06-13,,Female,,,Medical Sales
Survivor: One World,24,Christina Cha,368,Christina,29,Hollywood,California,INFP,14,38,15,13th voted out,9th jury member,Salani,Manono,,Tikiano,9,0,Christina,1982-09-26,,Female,Asian,,Career Consultant
Survivor: One World,24,Alicia Rosa,367,Alicia,25,Chicago,Illinois,ESTJ,14,37,14,12th voted out,8th jury member,Salani,Manono,,Tikiano,5,1,Alicia,1987-01-11,,Female,,Hispanic or Latino,Special Education Teacher
Survivor: One World,24,Greg Smith,366,Tarzan,64,Houston,Texas,INTP,13,36,13,11th voted out,7th jury member,Manono,Manono,,Tikiano,16,0,Tarzan,1947-12-12,,Male,,,Plastic Surgeon
Survivor: One World,24,Kat Edorsson,365,Kat,22,Orlando,Florida,ENFP,12,33,12,10th voted out,6th jury member,Salani,Salani,,Tikiano,7,0,Kat,1989-06-22,,Female,,,Timeshare Representative;Full Time Student/Sales
Survivor: One World,24,Troy Robertson,364,Troyzan,50,Miami,Florida,ESFP,11,30,11,9th voted out,5th jury member,Manono,Salani,,Tikiano,6,2,Troyzan,1961-07-30,,Male,,,Swimsuit Photographer
Survivor: One World,24,Leif Manson,363,Leif,27,San Diego,California,ISFP,10,27,10,8th voted out,4th jury member,Manono,Manono,,Tikiano,5,0,Leif,1984-02-01,,Male,,,Phlebotomist
Survivor: One World,24,Jay Byars,362,Jay,25,Gaffney,South Carolina,ISFP,9,25,9,7th voted out,3rd jury member,Manono,Salani,,Tikiano,5,1,Jay,1986-11-05,,Male,,,Model
Survivor: One World,24,Michael Jefferson,361,Michael,30,Seattle,Washington,ISTJ,8,22,8,6th voted out,2nd jury member,Manono,Salani,,Tikiano,9,0,Michael,1981-08-29,,Male,,,Banker
Survivor: One World,24,Jonas Otsuji,360,Jonas,37,Lehi,Utah,ENTP,7,20,7,5th voted out,1st jury member,Manono,Manono,,Tikiano,10,0,Jonas,1974-03-25,,Male,Asian,,Sushi Chef
Survivor: One World,24,Colton Cumbie,359,Colton,21,Monroeville,Alabama,ESFP,6,16,6,Medically evacuated,,Manono,Manono,,,1,0,Colton,1990-11-22,,Male,,,Student;Student Teacher
Survivor: One World,24,Monica Culpepper,358,Monica,41,Tampa,Florida,ESFJ,5,14,5,4th voted out,,Salani,Manono,,,5,0,Monica,1970-06-15,,Female,,,Ex-NFL Player's Wife;Homemaker
Survivor: One World,24,Bill Posley,357,Bill,28,Venice,California,ENFP,4,11,4,3rd voted out,,Manono,,,,8,0,Bill,1983-09-28,,Male,Black,,Stand-Up Comedian
Survivor: One World,24,Matt Quinlan,356,Matt,33,San Francisco,California,ENTJ,3,8,3,2nd voted out,,Manono,,,,10,0,Matt,1978-04-05,,Male,,,Attorney
Survivor: One World,24,Nina Acosta,355,Nina,51,Clovis,California,ISTJ,2,5,2,1st voted out,,Salani,,,,6,0,Nina,1960-04-03,,Female,,,Retired LAPD Officer
Survivor: One World,24,Kourtney Moon,354,Kourtney,29,Austin,Texas,ISFP,1,3,1,Medically evacuated,,Salani,,,,0,0,Kourtney,1982-02-27,,Female,,,Motorcycle Repair
Survivor: South Pacific,23,Sophie Clarke,353,Sophie,22,Willsboro,New York,INTJ,16,39,20,Sole Survivor,,Upolu,,,Te Tuna,5,3,Sophie,1989-07-10,,Female,,,Medical Student;Healthcare Consultant
Survivor: South Pacific,23,Benjamin Wade,277,Coach,39,Susanville,California,ENFJ,16,39,19,Runner-up,,Upolu,,,Te Tuna,0,1,Coach,1971-09-18,,Male,,,Soccer Coach/Musician
Survivor: South Pacific,23,Albert Destrade,352,Albert,26,Plantation,Florida,ENTJ,16,39,18,2nd runner-up,,Upolu,,,Te Tuna,1,1,Albert,1985-03-31,,Male,Black,Hispanic or Latino,Baseball/Dating Coach­­­­
Survivor: South Pacific,23,Oscar Lusth,201,Ozzy,29,Venice,California,ISFP,15,38,17,17th voted out,9th jury member,Savaii,,,Te Tuna,17,2,Ozzy,1981-08-23,,Male,Mexican American,Hispanic or Latino,Waiter;Photographer
Survivor: South Pacific,23,Rick Nelson,351,Rick,51,Aurora,Utah,ISFJ,15,37,16,16th voted out,8th jury member,Upolu,,,Te Tuna,15,0,Rick,1959-10-24,,Male,,,Rancher
Survivor: South Pacific,23,Brandon Hantz,350,Brandon,19,Katy,Texas,ESFP,14,35,15,15th voted out,7th jury member,Upolu,,,Te Tuna,4,1,Brandon,1991-10-15,,Male,,,Oil Tanker Crewman;Chemical Disposal
Survivor: South Pacific,23,Edna Ma,349,Edna,35,Los Angeles,California,ISTJ,13,32,14,14th voted out,6th jury member,Upolu,,,Te Tuna,17,0,Edna,1975-08-22,,Female,Asian,,Anesthesiologist
Survivor: South Pacific,23,John Cochran,348,Cochran,24,Washington,D.C.,INTP,12,30,13,13th voted out,5th jury member,Savaii,,,Te Tuna,14,0,Cochran,1987-01-17,,Male,White,Jewish,Harvard Law Student
Survivor: South Pacific,23,Whitney Duncan,347,Whitney,27,Nashville,Tennessee,ESFP,10,27,12,12th voted out,4th jury member,Savaii,,,Te Tuna,14,1,Whitney,1984-08-03,,Female,,,Country Music Singer
Survivor: South Pacific,23,Dawn Meehan,346,Dawn,41,South Jordan,Utah,ESFJ,10,27,11,11th voted out,3rd jury member,Savaii,,,Te Tuna,16,1,Dawn,1970-06-29,,Female,,,English Professor
Survivor: South Pacific,23,Jim Rice,345,Jim,35,Denver,Colorado,ENTP,9,24,10,10th voted out,1st jury member,Savaii,,,Te Tuna,8,1,Jim,1975-09-14,,Male,,,Medical Marijuana Dispenser
Survivor: South Pacific,23,Oscar Lusth,201,Ozzy,29,Venice,California,ISFP,9,22,9,9th voted out,,Savaii,,,Te Tuna,17,2,Ozzy,1981-08-23,,Male,Mexican American,Hispanic or Latino,Waiter;Photographer
Survivor: South Pacific,23,Keith Tollefson,344,Keith,26,Edina,Minnesota,ISFP,8,21,8,8th voted out,2nd jury member,Savaii,,,Te Tuna,12,0,Keith,1985-10-01,,Male,,,Water Treatment Tech
Survivor: South Pacific,23,Oscar Lusth,201,Ozzy,29,Venice,California,ISFP,7,18,7,7th voted out,,Savaii,,,,17,2,Ozzy,1981-08-23,,Male,Mexican American,Hispanic or Latino,Waiter;Photographer
Survivor: South Pacific,23,Mikayla Wingle,343,Mikayla,22,Tampa,Florida,ISFP,6,16,6,6th voted out,,Upolu,,,,4,0,Mikayla,1989-05-31,,Female,,,Lingerie Football Player
Survivor: South Pacific,23,Elyse Umemoto,342,Elyse,27,Las Vegas,Nevada,ENFP,5,14,5,5th voted out,,Savaii,,,,3,0,Elyse,1984-05-10,,Female,Asian,Hispanic or Latino,Dance Team Manager
Survivor: South Pacific,23,Stacey Powell,341,Stacey,44,Grand Prairie,Texas,ISTJ,4,11,4,4th voted out,,Upolu,,,,10,0,Stacey,1967-11-21,,Female,Black,,Mortician
Survivor: South Pacific,23,Mark Caruso,340,Papa Bear,48,Forest Hills,New York,ESFJ,3,8,3,3rd voted out,,Savaii,,,,6,0,Papa Bear,1963-07-07,,Male,,,Retired NYPD Detective
Survivor: South Pacific,23,Christine Shields Markoski,339,Christine,39,Merrick,New York,ESTP,2,5,2,2nd voted out,,Upolu,,,,4,0,Christine,1971-06-17,,Female,,Hispanic or Latino,Teacher
Survivor: South Pacific,23,Semhar Tadesse,338,Semhar,24,Los Angeles,California,ENFP,1,3,1,1st voted out,,Savaii,,,,8,0,Semhar,1986-09-12,,Female,Black,Eritrean,Spoken Word Artist
Survivor: Redemption Island,22,Rob Mariano,55,Boston Rob,34,Pensacola,Florida,ESTJ,15,39,20,Sole Survivor,,Ometepe,,,Murlonio,9,4,Boston Rob,1975-12-25,,Male,,,Construction Worker
Survivor: Redemption Island,22,Phillip Sheppard,337,Phillip,52,Santa Monica,California,ESTJ,15,39,19,Runner-up,,Ometepe,,,Murlonio,17,0,Phillip,1958-03-12,,Male,Black,,Former Federal Agent;Software Sales
Survivor: Redemption Island,22,Natalie Tenerelli,336,Natalie,19,Acton,California,ISFP,15,39,18,2nd runner-up,,Ometepe,,,Murlonio,1,1,Natalie,1991-05-06,,Female,,,Professional Dancer
Survivor: Redemption Island,22,Ashley Underwood,335,Ashley,25,Benton,Maine,ESTP,14,38,17,17th voted out,9th jury member,Ometepe,,,Murlonio,3,2,Ashley,1985-02-08,,Female,,,Nurse
Survivor: Redemption Island,22,Andrea Boehlke,333,Andrea,21,Random Lake,Wisconsin,ENFP,14,37,16,16th voted out,8th jury member,Ometepe,,,Murlonio,9,1,Andrea,1989-05-10,,Female,,,Student;Entertainment Host/Writer
Survivor: Redemption Island,22,Grant Mattos,334,Grant,29,West Hollywood,California,ISFP,13,35,15,15th voted out,5th jury member,Ometepe,,,Murlonio,11,2,Grant,1981-03-12,,Male,,,Ex-NFL Player
