"season_name","season","episode","day","episode_title","challenge_name","challenge_type","outcome_type","challenge_id","winner_ids","winner_names","winner_tribes","winner_statuses"
"Survivor: One World",24,5,14,"A Bunch of Idiots","Basket Brawl","Immunity","Tribal","CH0624","c(""361"", ""362"", ""364"", ""365"", ""369"", ""370"", ""371"")","c(""Michael"", ""Jay"", ""Troyzan"", ""Kat"", ""Chelsea"", ""Sabrina"", ""Kim"")","c(""Salani"", ""Salani"", ""Salani"", ""Salani"", ""Salani"", ""Salani"", ""Salani"")","c(""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"")"
"Survivor: One World",24,5,14,"A Bunch of Idiots","Dear Liza","Reward","Tribal","CH0787","c(""361"", ""362"", ""364"", ""365"", ""369"", ""370"", ""371"")","c(""Michael"", ""Jay"", ""Troyzan"", ""Kat"", ""Chelsea"", ""Sabrina"", ""Kim"")","c(""Salani"", ""Salani"", ""Salani"", ""Salani"", ""Salani"", ""Salani"", ""Salani"")","c(""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"")"
"Survivor: One World",24,6,16,"Thanks for the Souvenir","Coco Pops","Reward","Tribal","CH0791","c(""361"", ""362"", ""364"", ""365"", ""369"", ""370"", ""371"")","c(""Michael"", ""Jay"", ""Troyzan"", ""Kat"", ""Chelsea"", ""Sabrina"", ""Kim"")","c(""Salani"", ""Salani"", ""Salani"", ""Salani"", ""Salani"", ""Salani"", ""Salani"")","c(""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"")"
"Survivor: One World",24,7,20,"The Beauty in a Merge","Roller Ball","Immunity","Individual","CH0741","364","Troyzan","NA","Winner"
"Survivor: One World",24,7,20,"The Beauty in a Merge","Sea Turtles","Reward","Team","CH0792","c(""367"", ""369"", ""368"", ""362"", ""370"", ""364"")","c(""Alicia"", ""Chelsea"", ""Christina"", ""Jay"", ""Sabrina"", ""Troyzan"")","c(""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"")","c(""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"")"
"Survivor: One World",24,8,22,"Just Annihilate Them","Odd Shaped Bottoms","Immunity","Individual","CH0794","362","Jay","NA","Winner"
"Survivor: One World",24,8,22,"Just Annihilate Them","7UP","Reward","Individual","CH0793","c(""368"", ""371"", ""363"", ""361"", ""370"")","c(""Christina"", ""Kim"", ""Leif"", ""Michael"", ""Sabrina"")","c(""NA"", ""NA"", ""NA"", ""NA"", ""NA"")","c(""Winner"", ""Chosen to participate"", ""Chosen to participate"", ""Chosen to participate"", ""Chosen to participate"")"
"Survivor: One World",24,9,25,"Go Out With a Bang","When It Rains, It Pours","Immunity","Individual","CH0377","369","Chelsea","NA","Winner"
"Survivor: One World",24,9,25,"Go Out With a Bang","Ladder Tree Golf","Reward","Team","CH0798","c(""367"", ""362"", ""365"", ""366"", ""364"")","c(""Alicia"", ""Jay"", ""Kat"", ""Tarzan"", ""Troyzan"")","c(""NA"", ""NA"", ""NA"", ""NA"", ""NA"")","c(""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"")"
"Survivor: One World",24,10,27,"I'm No Dummy","Survivor Pentathlon","Immunity","Individual","CH0176","364","Troyzan","NA","Winner"
"Survivor: One World",24,10,27,"I'm No Dummy","Survivor Auction","Reward","Individual","CH0143","NA","NA","NA","Winner"
"Survivor: One World",24,11,30,"Never Say Die","Slip, Slide and Score","Immunity","Individual","CH0552","371","Kim","NA","Winner"
"Survivor: One World",24,11,30,"Never Say Die","Q and A","Reward","Individual","CH0324","c(""371"", ""367"", ""369"")","c(""Kim"", ""Alicia"", ""Chelsea"")","c(""NA"", ""NA"", ""NA"")","c(""Winner"", ""Chosen to participate"", ""Chosen to participate"")"
"Survivor: One World",24,12,33,"It's Gonna Be Chaos","Splash Back","Immunity","Individual","CH0718","371","Kim","NA","Winner"
"Survivor: One World",24,12,33,"It's Gonna Be Chaos","Around the Bend","Reward","Individual","CH0482","c(""365"", ""367"", ""371"")","c(""Kat"", ""Alicia"", ""Kim"")","c(""NA"", ""NA"", ""NA"")","c(""Winner"", ""Chosen to participate"", ""Chosen to participate"")"
"Survivor: One World",24,13,36,"It's Human Nature","Bone to Pick","Immunity","Individual","CH0747","367","Alicia","NA","Winner"
"Survivor: One World",24,13,36,"It's Human Nature","Spinning Wheel","Reward","Individual","CH0804","c(""369"", ""371"", ""370"")","c(""Chelsea"", ""Kim"", ""Sabrina"")","c(""NA"", ""NA"", ""NA"")","c(""Winner"", ""Chosen to participate"", ""Chosen to participate"")"
"Survivor: One World",24,14,37,"Perception is Not Always Reality","Balance Beam Maze","Immunity","Individual","CH0805","371","Kim","NA","Winner"
"Survivor: One World",24,14,38,"Perception is Not Always Reality","Operation Balance Build","Immunity","Individual","CH0806","371","Kim","NA","Winner"
"Survivor: Philippines",25,1,3,"Survivor Smacked Me in the Chops","Jungle Relay","Reward and Immunity","Tribal","CH0244","c(""375"", ""376"", ""377"", ""379"", ""196"", ""382"", ""383"", ""380"", ""385"", ""22"", ""381"", ""378"")","c(""Dana"", ""Dawson"", ""Katie"", ""Jeff"", ""Jonathan"", ""Carter"", ""Abi-Maria"", ""Artis"", ""Lisa"", ""Michael"", ""Pete"", ""RC"")","c(""Kalabaw"", ""Kalabaw"", ""Kalabaw"", ""Kalabaw"", ""Kalabaw"", ""Kalabaw"", ""Tandang"", ""Tandang"", ""Tandang"", ""Tandang"", ""Tandang"", ""Tandang"")","c(""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"")"
"Survivor: Philippines",25,2,6,"Don't be Blinded by the Headlights","Manila Folders","Reward and Immunity","Tribal","CH0810","c(""378"", ""380"", ""381"", ""383"", ""385"", ""22"")","c(""RC"", ""Artis"", ""Pete"", ""Abi-Maria"", ""Lisa"", ""Michael"")","c(""Tandang"", ""Tandang"", ""Tandang"", ""Tandang"", ""Tandang"", ""Tandang"")","c(""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"")"
"Survivor: Philippines",25,3,8,"This Isn't a 'We' Game","Dive Masters","Reward and Immunity","Tribal","CH0388","c(""375"", ""376"", ""377"", ""379"", ""196"", ""382"", ""383"", ""380"", ""385"", ""22"", ""381"", ""378"")","c(""Dana"", ""Dawson"", ""Katie"", ""Jeff"", ""Jonathan"", ""Carter"", ""Abi-Maria"", ""Artis"", ""Lisa"", ""Michael"", ""Pete"", ""RC"")","c(""Kalabaw"", ""Kalabaw"", ""Kalabaw"", ""Kalabaw"", ""Kalabaw"", ""Kalabaw"", ""Tandang"", ""Tandang"", ""Tandang"", ""Tandang"", ""Tandang"", ""Tandang"")","c(""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"")"
"Survivor: Philippines",25,4,10,"Create a Little Chaos","Swing Break","Reward and Immunity","Tribal","CH0811","c(""378"", ""380"", ""381"", ""383"", ""385"", ""22"")","c(""RC"", ""Artis"", ""Pete"", ""Abi-Maria"", ""Lisa"", ""Michael"")","c(""Tandang"", ""Tandang"", ""Tandang"", ""Tandang"", ""Tandang"", ""Tandang"")","c(""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"")"
"Survivor: Philippines",25,5,13,"Got My Swag Back","Thrash, Splash and Bash","Immunity","Tribal","CH0816","c(""378"", ""380"", ""381"", ""383"", ""384"", ""385"", ""22"")","c(""RC"", ""Artis"", ""Pete"", ""Abi-Maria"", ""Malcolm"", ""Lisa"", ""Michael"")","c(""Tandang"", ""Tandang"", ""Tandang"", ""Tandang"", ""Tandang"", ""Tandang"", ""Tandang"")","c(""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"")"
"Survivor: Philippines",25,5,13,"Got My Swag Back","Idol Hands","Reward","Tribal","CH0813","c(""378"", ""380"", ""381"", ""383"", ""384"", ""385"", ""22"")","c(""RC"", ""Artis"", ""Pete"", ""Abi-Maria"", ""Malcolm"", ""Lisa"", ""Michael"")","c(""Tandang"", ""Tandang"", ""Tandang"", ""Tandang"", ""Tandang"", ""Tandang"", ""Tandang"")","c(""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"")"
"Survivor: Philippines",25,6,16,"Down and Dirty","Wicker Flicker","Immunity","Tribal","CH0284","c(""378"", ""380"", ""381"", ""383"", ""384"", ""385"", ""22"")","c(""RC"", ""Artis"", ""Pete"", ""Abi-Maria"", ""Malcolm"", ""Lisa"", ""Michael"")","c(""Tandang"", ""Tandang"", ""Tandang"", ""Tandang"", ""Tandang"", ""Tandang"", ""Tandang"")","c(""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"")"
"Survivor: Philippines",25,6,16,"Down and Dirty","Boulder Smash","Reward","Tribal","CH0469","c(""377"", ""379"", ""196"", ""382"", ""386"")","c(""Katie"", ""Jeff"", ""Jonathan"", ""Carter"", ""Denise"")","c(""Kalabaw"", ""Kalabaw"", ""Kalabaw"", ""Kalabaw"", ""Kalabaw"")","c(""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"")"
"Survivor: Philippines",25,7,19,"Not the Only Actor on This Island","Wrist Assured","Immunity","Individual","CH0858","c(""386"", ""382"")","c(""Denise"", ""Carter"")","c(""NA"", ""NA"")","c(""Winner"", ""Winner"")"
"Survivor: Philippines",25,8,22,"Dead Man Walking","Snake in the Grass","Immunity","Individual","CH0606","196","Jonathan","NA","Winner"
"Survivor: Philippines",25,8,22,"Dead Man Walking","What-er Drag","Reward","Team","CH0590","c(""386"", ""379"", ""196"", ""385"", ""384"")","c(""Denise"", ""Jeff"", ""Jonathan"", ""Lisa"", ""Malcolm"")","c(""NA"", ""NA"", ""NA"", ""NA"", ""NA"")","c(""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"")"
"Survivor: Philippines",25,9,25,"Little Miss Perfect","Paddle Out","Immunity","Individual","CH0821","22","Michael","NA","Winner"
"Survivor: Philippines",25,9,25,"Little Miss Perfect","Muddy Waters","Reward","Team","CH0819","c(""382"", ""386"", ""196"", ""384"")","c(""Carter"", ""Denise"", ""Jonathan"", ""Malcolm"")","c(""NA"", ""NA"", ""NA"", ""NA"")","c(""Winner"", ""Winner"", ""Winner"", ""Winner"")"
"Survivor: Philippines",25,10,27,"Whiners are Wieners","Strung Out","Immunity","Individual","CH0395","382","Carter","NA","Winner"
"Survivor: Philippines",25,10,27,"Whiners are Wieners","Snare the Drum","Reward","Team","CH0830","c(""383"", ""382"", ""384"", ""381"")","c(""Abi-Maria"", ""Carter"", ""Malcolm"", ""Pete"")","c(""NA"", ""NA"", ""NA"", ""NA"")","c(""Winner"", ""Winner"", ""Winner"", ""Winner"")"
"Survivor: Philippines",25,11,30,"Hell Hath Frozen Over","Around the Bend","Immunity","Individual","CH0482","383","Abi-Maria","NA","Winner"
"Survivor: Philippines",25,11,30,"Hell Hath Frozen Over","Survivor Auction","Reward","Individual","CH0143","NA","NA","NA","Winner"
"Survivor: Philippines",25,12,33,"Shot Into Smithereens","Fish and Game","Immunity","Individual","CH0832","384","Malcolm","NA","Winner"
"Survivor: Philippines",25,12,33,"Shot Into Smithereens","Mud Slinging","Reward","Individual","CH0831","c(""384"", ""385"", ""22"")","c(""Malcolm"", ""Lisa"", ""Michael"")","c(""NA"", ""NA"", ""NA"")","c(""Winner"", ""Chosen to participate"", ""Chosen to participate"")"
"Survivor: Philippines",25,13,36,"Gouge My Eyes Out","Cannonball Run","Immunity","Individual","CH0539","384","Malcolm","NA","Winner"
"Survivor: Philippines",25,13,36,"Gouge My Eyes Out","Sliders","Reward","Individual","CH0833","c(""22"", ""385"", ""384"")","c(""Michael"", ""Lisa"", ""Malcolm"")","c(""NA"", ""NA"", ""NA"")","c(""Winner"", ""Chosen to participate"", ""Chosen to participate"")"
"Survivor: Philippines",25,14,38,"Million Dollar Question","The Ball Drop","Immunity","Individual","CH0596","22","Michael","NA","Winner"
"Survivor: Philippines",25,14,38,"Million Dollar Question","Dragon Slayer","Reward","Individual","CH0834","384","Malcolm","NA","Winner"
"Survivor: Caramoan",26,1,3,"She Annoys Me Greatly","It's a Long Way to the Top","Immunity","Tribal","CH0835","c(""387"", ""388"", ""389"", ""390"", ""391"", ""392"", ""393"", ""394"", ""395"", ""396"")","c(""Allie"", ""Hope"", ""Shamar"", ""Laura"", ""Matt"", ""Julia"", ""Michael"", ""Reynold"", ""Eddie"", ""Sherri"")","c(""Gota"", ""Gota"", ""Gota"", ""Gota"", ""Gota"", ""Gota"", ""Gota"", ""Gota"", ""Gota"", ""Gota"")","c(""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"")"
"Survivor: Caramoan",26,1,3,"She Annoys Me Greatly","By Any Means Necessary","Reward","Tribal","CH0430","c(""322"", ""350"", ""259"", ""337"", ""384"", ""333"", ""312"", ""246"", ""346"", ""348"")","c(""Francesca"", ""Brandon"", ""Corinne"", ""Phillip"", ""Malcolm"", ""Andrea"", ""Brenda"", ""Erik"", ""Dawn"", ""Cochran"")","c(""Bikal"", ""Bikal"", ""Bikal"", ""Bikal"", ""Bikal"", ""Bikal"", ""Bikal"", ""Bikal"", ""Bikal"", ""Bikal"")","c(""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"")"
"Survivor: Caramoan",26,2,5,"Honey Badger","Sea Salvage","Reward and Immunity","Tribal","CH0447","c(""350"", ""259"", ""337"", ""384"", ""333"", ""312"", ""246"", ""346"", ""348"")","c(""Brandon"", ""Corinne"", ""Phillip"", ""Malcolm"", ""Andrea"", ""Brenda"", ""Erik"", ""Dawn"", ""Cochran"")","c(""Bikal"", ""Bikal"", ""Bikal"", ""Bikal"", ""Bikal"", ""Bikal"", ""Bikal"", ""Bikal"", ""Bikal"")","c(""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"")"
"Survivor: Caramoan",26,3,7,"There's Gonna Be Hell to Pay","Cell Block Sea","Reward and Immunity","Tribal","CH0836","c(""350"", ""259"", ""337"", ""384"", ""333"", ""312"", ""246"", ""346"", ""348"")","c(""Brandon"", ""Corinne"", ""Phillip"", ""Malcolm"", ""Andrea"", ""Brenda"", ""Erik"", ""Dawn"", ""Cochran"")","c(""Bikal"", ""Bikal"", ""Bikal"", ""Bikal"", ""Bikal"", ""Bikal"", ""Bikal"", ""Bikal"", ""Bikal"")","c(""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"")"
"Survivor: Caramoan",26,4,10,"Kill or Be Killed","Smash and Grab","Immunity","Tribal","CH0528","c(""350"", ""259"", ""337"", ""384"", ""333"", ""312"", ""246"", ""346"", ""348"")","c(""Brandon"", ""Corinne"", ""Phillip"", ""Malcolm"", ""Andrea"", ""Brenda"", ""Erik"", ""Dawn"", ""Cochran"")","c(""Bikal"", ""Bikal"", ""Bikal"", ""Bikal"", ""Bikal"", ""Bikal"", ""Bikal"", ""Bikal"", ""Bikal"")","c(""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"")"
"Survivor: Caramoan",26,4,10,"Kill or Be Killed","United We Stand","Reward","Tribal","CH0520","c(""350"", ""259"", ""337"", ""384"", ""333"", ""312"", ""246"", ""346"", ""348"")","c(""Brandon"", ""Corinne"", ""Phillip"", ""Malcolm"", ""Andrea"", ""Brenda"", ""Erik"", ""Dawn"", ""Cochran"")","c(""Bikal"", ""Bikal"", ""Bikal"", ""Bikal"", ""Bikal"", ""Bikal"", ""Bikal"", ""Bikal"", ""Bikal"")","c(""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"")"
"Survivor: Caramoan",26,5,13,"Persona Non Grata","A Crate Idea","Immunity","Tribal","CH0645","c(""391"", ""392"", ""393"", ""394"", ""395"", ""396"")","c(""Matt"", ""Julia"", ""Michael"", ""Reynold"", ""Eddie"", ""Sherri"")","c(""Gota"", ""Gota"", ""Gota"", ""Gota"", ""Gota"", ""Gota"")","c(""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"")"
"Survivor: Caramoan",26,5,13,"Persona Non Grata","Nut Bucket","Reward","Tribal","CH0585","c(""350"", ""259"", ""337"", ""384"", ""333"", ""312"", ""246"", ""346"", ""348"")","c(""Brandon"", ""Corinne"", ""Phillip"", ""Malcolm"", ""Andrea"", ""Brenda"", ""Erik"", ""Dawn"", ""Cochran"")","c(""Bikal"", ""Bikal"", ""Bikal"", ""Bikal"", ""Bikal"", ""Bikal"", ""Bikal"", ""Bikal"", ""Bikal"")","c(""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"")"
"Survivor: Caramoan",26,6,16,"Operation Thunder Dome","A Crate Idea","Immunity","Tribal","CH0645","c(""384"", ""394"", ""333"", ""312"", ""246"", ""395"", ""396"")","c(""Malcolm"", ""Reynold"", ""Andrea"", ""Brenda"", ""Erik"", ""Eddie"", ""Sherri"")","c(""Gota"", ""Gota"", ""Gota"", ""Gota"", ""Gota"", ""Gota"", ""Gota"")","c(""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"")"
"Survivor: Caramoan",26,7,19,"Tubby Lunchbox","Phoenix Rises","Immunity","Tribal","CH0843","c(""384"", ""394"", ""333"", ""312"", ""246"", ""395"", ""396"")","c(""Malcolm"", ""Reynold"", ""Andrea"", ""Brenda"", ""Erik"", ""Eddie"", ""Sherri"")","c(""Gota"", ""Gota"", ""Gota"", ""Gota"", ""Gota"", ""Gota"", ""Gota"")","c(""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"")"
"Survivor: Caramoan",26,7,19,"Tubby Lunchbox","Hot Pursuit","Reward","Tribal","CH0439","c(""384"", ""394"", ""333"", ""312"", ""246"", ""395"", ""396"")","c(""Malcolm"", ""Reynold"", ""Andrea"", ""Brenda"", ""Erik"", ""Eddie"", ""Sherri"")","c(""Gota"", ""Gota"", ""Gota"", ""Gota"", ""Gota"", ""Gota"", ""Gota"")","c(""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"")"
"Survivor: Caramoan",26,8,22,"Blindside Time","Buggin' Out","Immunity","Individual","CH0004","348","Cochran","NA","Winner"
"Survivor: Caramoan",26,9,25,"Cut Off the Head of the Snake","Last Gasp","Immunity","Individual","CH0844","312","Brenda","NA","Winner"
"Survivor: Caramoan",26,9,25,"Cut Off the Head of the Snake","Jump Shot","Reward","Individual","CH0711","c(""348"", ""395"", ""246"", ""393"", ""394"")","c(""Cochran"", ""Eddie"", ""Erik"", ""Michael"", ""Reynold"")","c(""NA"", ""NA"", ""NA"", ""NA"", ""NA"")","c(""Winner"", ""Chosen to participate"", ""Chosen to participate"", ""Chosen to participate"", ""Chosen to participate"")"
"Survivor: Caramoan",26,10,28,"Zipping Over the Cuckoo’s Nest","Keel Hauling","Immunity","Individual","CH0845","394","Reynold","NA","Winner"
"Survivor: Caramoan",26,10,28,"Zipping Over the Cuckoo’s Nest","Muddy Waters","Reward","Team","CH0819","c(""348"", ""346"", ""246"", ""337"", ""394"")","c(""Cochran"", ""Dawn"", ""Erik"", ""Phillip"", ""Reynold"")","c(""NA"", ""NA"", ""NA"", ""NA"", ""NA"")","c(""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"")"
"Survivor: Caramoan",26,11,30,"Come Over to the Dark Side","Drop a Log","Immunity","Individual","CH0691","348","Cochran","NA","Winner"
"Survivor: Caramoan",26,11,30,"Come Over to the Dark Side","Survivor Auction","Reward","Individual","CH0143","NA","NA","NA","Winner"
"Survivor: Caramoan",26,12,31,"The Beginning of the End","Sea Legs","Reward and Immunity","Individual","CH0254","333","Andrea","NA","Winner"
"Survivor: Caramoan",26,12,33,"The Beginning of the End","Great Escape Run","Immunity","Individual","CH0383","246","Erik","NA","Winner"
"Survivor: Caramoan",26,13,36,"Don't Say Anything About My Mom","Splash Back","Immunity","Individual","CH0718","346","Dawn","NA","Winner"
"Survivor: Caramoan",26,13,36,"Don't Say Anything About My Mom","Ladder Tree Golf","Reward","Individual","CH0799","c(""346"", ""348"", ""396"", ""312"", ""395"", ""246"")","c(""Dawn"", ""Cochran"", ""Sherri"", ""Brenda"", ""Eddie"", ""Erik"")","c(""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"")","c(""Winner"", ""Chosen to participate"", ""Chosen to participate"", ""Chosen to participate"", ""Chosen to participate"", ""Chosen to participate"")"
"Survivor: Caramoan",26,14,36,"Last Push","Vertically Challenged","Immunity","Individual","CH0138","348","Cochran","NA","Winner"
"Survivor: Caramoan",26,14,38,"Last Push","Vertically Challenged","Immunity","Individual","CH0138","348","Cochran","NA","Winner"
"Survivor: Caramoan",26,14,36,"Last Push","House of Cards","Reward","Individual","CH0131","348","Cochran","NA","Winner"
"Survivor: Caramoan",26,14,38,"Last Push","Teeter Tower","Reward","Individual","CH0060","348","Cochran","NA","Chosen to participate"
"Survivor: Blood vs. Water",27,1,3,"Blood Is Thicker Than Anything","Blue Lagoon Bustle","Reward and Immunity","Tribal","CH0839","c(""359"", ""292"", ""365"", ""182"", ""32"", ""10"", ""358"", ""274"")","c(""Colton"", ""Laura M."", ""Kat"", ""Aras"", ""Tina"", ""Gervase"", ""Monica"", ""Tyson"")","c(""Galang"", ""Galang"", ""Galang"", ""Galang"", ""Galang"", ""Galang"", ""Galang"", ""Galang"")","c(""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"")"
"Survivor: Blood vs. Water",27,2,6,"Rule In Chaos","Barrel of Monkeys","Reward and Immunity","Tribal","CH0533","c(""359"", ""292"", ""365"", ""182"", ""32"", ""10"", ""358"", ""274"", ""397"")","c(""Colton"", ""Laura M."", ""Kat"", ""Aras"", ""Tina"", ""Gervase"", ""Monica"", ""Tyson"", ""Laura B."")","c(""Galang"", ""Galang"", ""Galang"", ""Galang"", ""Galang"", ""Galang"", ""Galang"", ""Galang"", ""Galang"")","c(""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"")"
"Survivor: Blood vs. Water",27,2,6,"Rule In Chaos","Operation Balance Build","Duel","Individual","CH0807","c(""195"", ""398"")","c(""Candice"", ""Marissa"")","c(""NA"", ""NA"")","c(""Winner"", ""Winner"")"
"Survivor: Blood vs. Water",27,3,7,"Opening Pandora's Box","Sumo at Sea","Reward and Immunity","Tribal","CH0851","397","Laura B.","Galang","Winner"
"Survivor: Blood vs. Water",27,3,8,"Opening Pandora's Box","Sumo at Sea","Reward and Immunity","Tribal","CH0851","c(""292"", ""365"", ""182"", ""32"", ""10"", ""358"", ""274"")","c(""Laura M."", ""Kat"", ""Aras"", ""Tina"", ""Gervase"", ""Monica"", ""Tyson"")","c(""Galang"", ""Galang"", ""Galang"", ""Galang"", ""Galang"", ""Galang"", ""Galang"")","c(""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"")"
"Survivor: Blood vs. Water",27,3,8,"Opening Pandora's Box","Domino Effect","Duel","Individual","CH0735","c(""195"", ""398"")","c(""Candice"", ""Marissa"")","c(""NA"", ""NA"")","c(""Winner"", ""Winner"")"
"Survivor: Blood vs. Water",27,4,10,"One Armed Dude and Three Moms","Boats, Brains and Brawn","Reward and Immunity","Tribal","CH0853","c(""292"", ""365"", ""182"", ""32"", ""10"", ""358"", ""274"")","c(""Laura M."", ""Kat"", ""Aras"", ""Tina"", ""Gervase"", ""Monica"", ""Tyson"")","c(""Galang"", ""Galang"", ""Galang"", ""Galang"", ""Galang"", ""Galang"", ""Galang"")","c(""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"")"
"Survivor: Blood vs. Water",27,4,10,"One Armed Dude and Three Moms","Odd Shaped Bottoms","Duel","Individual","CH0794","c(""400"", ""195"")","c(""John"", ""Candice"")","c(""NA"", ""NA"")","c(""Winner"", ""Winner"")"
"Survivor: Blood vs. Water",27,5,13,"The Dead Can Still Talk","Slip, Slide and Score","Reward and Immunity","Tribal","CH0545","c(""397"", ""402"", ""403"", ""404"", ""405"", ""406"")","c(""Laura B."", ""Vytas"", ""Caleb"", ""Katie"", ""Hayden"", ""Ciera"")","c(""Tadhana"", ""Tadhana"", ""Tadhana"", ""Tadhana"", ""Tadhana"", ""Tadhana"")","c(""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"")"
"Survivor: Blood vs. Water",27,5,13,"The Dead Can Still Talk","Game of Bridge","Duel","Individual","CH0774","c(""400"", ""401"")","c(""John"", ""Brad"")","c(""NA"", ""NA"")","c(""Winner"", ""Winner"")"
"Survivor: Blood vs. Water",27,6,16,"One-Man Wrecking Ball","Buoy Oh Buoy","Reward and Immunity","Tribal","CH0856","c(""182"", ""403"", ""405"", ""406"", ""10"", ""274"")","c(""Aras"", ""Caleb"", ""Hayden"", ""Ciera"", ""Gervase"", ""Tyson"")","c(""Tadhana"", ""Tadhana"", ""Tadhana"", ""Tadhana"", ""Tadhana"", ""Tadhana"")","c(""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"")"
"Survivor: Blood vs. Water",27,6,16,"One-Man Wrecking Ball","A Numbers Game","Duel","Individual","CH0750","c(""292"", ""400"")","c(""Laura M."", ""John"")","c(""NA"", ""NA"")","c(""Winner"", ""Winner"")"
"Survivor: Blood vs. Water",27,7,18,"Swoop In For The Kill","Ladder Tree Golf","Reward and Immunity","Tribal","CH0798","c(""182"", ""403"", ""405"", ""406"", ""10"", ""274"")","c(""Aras"", ""Caleb"", ""Hayden"", ""Ciera"", ""Gervase"", ""Tyson"")","c(""Tadhana"", ""Tadhana"", ""Tadhana"", ""Tadhana"", ""Tadhana"", ""Tadhana"")","c(""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"")"
"Survivor: Blood vs. Water",27,8,21,"Skin of My Teeth","Chinese Zodiac Symbols","Immunity","Individual","CH0571","402","Vytas","NA","Winner"
"Survivor: Blood vs. Water",27,8,21,"Skin of My Teeth","Get a Grip","Duel","Individual","CH0407","292","Laura M.","NA","Winner"
"Survivor: Blood vs. Water",27,9,22,"My Brother's Keeper","Buggin' Out","Immunity","Individual","CH0004","358","Monica","NA","Winner"
"Survivor: Blood vs. Water",27,9,24,"My Brother's Keeper","Balancing Point","Immunity","Individual","CH0017","404","Katie","NA","Winner"
"Survivor: Blood vs. Water",27,10,26,"Big Bad Wolf","Splash Back","Immunity","Individual","CH0718","358","Monica","NA","Winner"
"Survivor: Blood vs. Water",27,10,26,"Big Bad Wolf","Back Splash","Reward","Individual","CH0857","358","Monica","NA","Winner"
"Survivor: Blood vs. Water",27,10,26,"Big Bad Wolf","Snag, Drag and Bag","Duel","Individual","CH0656","c(""402"", ""32"")","c(""Vytas"", ""Tina"")","c(""NA"", ""NA"")","c(""Winner"", ""Winner"")"
"Survivor: Blood vs. Water",27,11,29,"Gloves Come Off","Wrist Assured","Immunity","Individual","CH0858","358","Monica","NA","Winner"
